,okt_noun,okt_verb
5441,"['혹시', '일', '달', '백신', '패스', '함성', '적용', '생각', '제발', '지금', '로또', '당첨', '더']","['해줄', '없어', '간절해']"
5442,"['단계', '일상', '회복', '모임', '슬슬', '재', '가동', '지인', '태도', '가치', '게', '눈']","['되면서', '되고', '있는데', '미묘하게', '변한', '띄네']"
5443,"['자녀', '다섯', '비행기', '이동해', '곳', '여태껏', '백신', '안', '방송', '활동', '남', '결혼식', '결혼식', '주인공', '위드', '코로나', '예식', '테마', '이', '시국', '축가', '네', '팀', '경사', '일이', '매우', '비호감', '확진', '소주', '잔', '이선희', '버전', '가끔', '걸']","['어린', '있고', '하는', '살면서', '맞고', '하다가', '였던지', '다녀오고', '한', '듣는']"
5444,"['지금', '단계', '일상', '회복', '중', '크게', '조치', '안', '취할', '거', '해', '카페', '쪽', '조치', '내부', '인원', '조절', '취식', '금지', '정도', '일', '테', '카페', '구경', '건']","['근데', '같기도', '심하게', '해도', '하는', '상관없을지도']"
5445,"['드플', '위드', '코로나', '지난주', '모임', '후기', '인천', '발', '창원', '김해', '방']",[]
5446,"['이', '시간', '집', '거', '진짜', '대박', '만이', '위드', '코로나', '최고']",['들어가는']
5447,"['백신', '인구', '감축', '용', '죽', '것', '살인', '백신', '백신', '패스', '분쇄', '범', '국민', '운동', '본부', '만인', '서명', '운동']",[]
5448,"['티켓', '이벤트', '작년', '비', '대면', '공연', '게', '모두', '그', '시절', '위드', '코로나', '직접', '볼', '수', '게', '눈물', '뮤', '항상', '레전드', '때문', '올해', '기대', '방탄소년단', '하이픈', '관부']","['했던', '생각나네요', '힘들었던', '이었는데', '바뀌고', '나서', '이렇게', '가서', '있다는', '너무', '설레고', '나네요', '멜', '였기', '많이', '하고', '있습니다', '많']"
5449,"['시험', '백신', '패스', '맘껏', '테']","['끝나면', '놀러', '다닐']"
5450,"['코비', '스', '천', '명', '이상', '시작', '이제', '주변', '사람', '남일', '누굴', '위드', '코로나', '만날', '수', '상황', '조심', '또', '조심', '마스크', '꼭']","['다', '들', '조심하세요', '되기', '하니', '가까운', '걸리고', '있더라고요', '아님', '무서워서', '만나기도', '쉽지', '않은데', '하고', '있으니', '없는', '이어지고', '있어요', '다', '들', '가시는', '하시고요']"
5451,"['위드', '코로나', '당장', '교실', '확', '진자', '전교생', '코', '위드', '코로나', '무슨']","['나와서', '쑤시러', '가는데']"
5452,"['백신', '접종', '진행', '일상', '국민', '회차', '접종', '이스라엘', '올여름', '제파', '리지', '월', '회', '접종', '개시', '감염', '감소', '접종', '완료', '증명', '그린', '패스', '회', '접종', '개월', '만료', '정부', '회', '접종', '촉진']","['가', '마친', '휩쓸', '해', '하는', '강하게']"
5453,"['백신', '인구', '감축', '용', '죽', '것', '살인', '백신', '백신', '패스', '분쇄', '범', '국민', '운동', '본부', '만인', '서명', '운동']",[]
5454,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5455,"['위드', '코로나', '김', '롯데', '칠성', '서민호', '유동', '전하', '투자', '전략', '영상', '보기', '위드', '코로나', '김', '롯데', '칠성', '한국', '경제', '신문', '서민호', '유동']","['빠진', '빠진']"
5456,"['안정', '대응', '가능', '위중', '증', '환자', '수', '명', '현재', '명대', '곧', '단계', '일상', '회복', '잠시']","['멈추게', '되려나', '나도', '안일하긴', '했어']"
5457,"['알림', '또', '망할칏터무튼', '백신', '패스', '관', '머', '것']","['씹혔네', '그런', '있냐']"
5458,"['하필', '방역', '준비', '전혀', '위드', '코로나', '코로나', '감염', '역대', '최고', '때', '최대', '코로나', '위기', '속', '수능시험', '첨', '내', '경우']","['안된', '치른다는', '참', '참이고', '이런']"
5459,"['위드', '코로나']",['적응합시다']
5460,"['기준', '남양주', '현대', '아웃렛', '스페이스', '원', '컴', '포트', '관', '대전', '신세계', '아트', '앤', '사이언스', '컴', '포트', '관', '컴', '포트', '관백', '패스', '관']",[]
5461,"['함평군', '대한민국', '국향', '대전', '위드', '코로나', '시대', '성공', '개최', '첫', '작품', '브레이크뉴스']",[]
5462,"['저번', '집', '간', '집주인', '안티', '백서', '백신', '우리', '몸', '인간', '면역', '우리', '생각', '것', '모든', '걸', '자연', '치유', '수', '때문', '거부', '내', '너', '전자음악', '클럽', '공연', '거', '방법', '아마', '위조', '백신', '패스']","['보러', '였는데', '망칠', '하는', '훌륭해서', '할', '있기', '한다고', '하면', '할', '어떻게', '할', '찾고', '있다고', '했다', '샀겠지']"
5463,"['입원', '코로나', '중증', '환자', '급증', '중단', '위기', '위드', '코로나', '위드', '코로나', '코로나', '코로나', '중증', '환자', '중증', '환자', '병상', '부족']","['필요한', '해', '놓인']"
5464,"['사실', '위드', '코로나', '유럽', '각국', '봉쇄', '조치', '돌입', '출처', '헤럴드경제', '네이버', '뉴스']","['이런데도', '끝난']"
5465,"['오늘', '명', '또', '신기록', '문재인', '정부', '위드', '코로나', '접', '출처', '무역', '회사', '사장', '수', '네이버', '카페', '다시', '예전', '정부', '때문', '입', '국민', '속', '자신']","['올게', '온다', '될', '있다', '돌아가기', '힘들', '겁니다', '입니다']"
5466,"['오늘', '위드', '코로나', '관련', '발표', '과연', '어찌']","['하는', '날이잖아', '될는지', '참']"
5467,"['백신', '패스', '차', '사람', '곳', '저', '정말']","['헐', '한', '가는', '몰랐던']"
5468,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5469,"['일본', '하루', '확진', '명', '한국', '명', '위드', '코로나', '뭐', '재앙', '정권', '방역', '홍보', '억', '원', '국민', '싸구려', '제', '백신', '은', '위드', '코로나', '중', '단기', '이', '모든', '고통', '국민', '몫', '자영', '업자', '또']","['같은', '된', '건지', '황당하네', '한다고', '쓰면서', '는', '맞추더니', '결국', '섰다', '결국', '특히', '죽게', '생겼다']"
5470,"['신세계', '센텀시티', '골드', '트', '코로나', '블루', '일상', '스트레스', '위해', '가족', '위해', '부모님', '위해', '힐링', '인테리어', '오디오', '선물', '단계', '일상', '회복', '필수', '템']","['지친', '나를', '주는', '해주세요']"
5471,"['위드', '코로나', '코로나', '감염', '왜', '걱정', '하나', '고삐', '망아지', '코로나', '감염', '안', '고속도로', '자동차', '통행량', '음식점', '사람', '것', '알', '수', '예측', '현상']","['외치듯', '하면서', '엄청나게', '늘어남을', '그럼', '풀린', '싸다녀', '다니는데', '늘어나겠냐', '끓는', '보면', '있지', '충분히', '가능했던', '나타나고', '있다고', '봅니다']"
5472,"['위드', '코로나', '오늘', '위중', '증', '명', '명', '초과', '시', '방역', '재개', '위중', '증', '왜']","['많은지', '알았네요']"
5473,"['오늘', '확', '진자', '기존', '배', '뭐', '위드', '코로나']",['떴는데']
5474,"['울주군', '학부모', '김현철', '오케스트라', '울주', '공연', '료', '울주군', '단계', '일상', '회복', '책', '하나로', '진행', '학부모', '개그맨', '김현철', '오케스트라', '공연', '지역', '학생', '학부모', '로부터', '호응', '김현철']","['함께', '듣는', '유쾌한', '함께', '듣는', '유쾌한', '많은', '얻었다', '유쾌한']"
5475,"['아무', '대책', '감염', '자만', '배', '위드', '코로나', '그냥', '것']","['없이', '늘어가는', '다', '같이', '걸리자는', '같음']"
5476,"['기러기', '합창', '백신', '구입', '백신', '후진국', '백신', '위드', '코로나', '확', '진자', '정부', '판이', '지랄', '기러기', '세상', '정의', '사회']","['했다', '다', '위험하다', '이래놓고', '들어가', '늘어나니', '합니다', '없는', '공정한']"
5477,"['확', '진자', '또', '더', '이상', '환자', '방이', '위드', '코로나']","['와', '미쳤다', '나왔어', '받을', '없어', '미쳤네']"
5478,"['백신', '패스', '그거', '뭐', '필라테스', '갑자기', '백신', '패스', '입장', '안', '네', '신전', '네', '명', '이서', '윋드쿠론', '왜']","['없으면', '된대', '먼', '알아서', '잘', '했는데', '하고', '나서', '이러는']"
5479,"['위드', '코로나', '내', '가변']","['잃게', '생겼다']"
5480,"['당일', '접종', '백신', '접종', '진료', '소', '신분증', '그대', '접종', '가능', '임프', '패스', '건강', '보험', '카드', '원래', '예약', '접종', '금요일', '예약', '게', '낫다']","['가능한', '푸푸', '있으면', '있다면', '지', '참', '없이', '가능했는데', '하는']"
5481,"['위드', '코로나', '해']",['함께']
5482,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5483,"['백신', '패스', '차', '접종', '후', '일', '경과', '자만', '입장', '가능', '입장', '마스크', '격', '움직임', '서로', '몸', '안', '극적', '몸', '움직', '누가', '바로', '거리', '벌린다', '년', '월', '클럽', '브라운']","['다', '들', '쓰고', '없고', '닿게', '스쳐가면', '움직여']"
5484,"['친구', '일요일', '타코', '조지', '산책', '영화', '담', '칵테일', '바', '영화관', '백신', '패스', '관', '거기', '선', '팝콘', '수', '존나', '움념녀']","['당하고', '갈긴', '갔었는데', '너무', '행복했음', '생겼던데', '먹을', '있더라', '그래서', '먹었지']"
5485,"['단계', '일상', '회복', '조금', '나중', '안']","['하면', '되냐']"
5486,"['위드', '코로나', '시대', '드라이브스루', '여행']",['즐기기']
5487,"['백신', '패스', '관아', '과자', '드루이드', '뭐', '때', '먹기', '광고', '볼', '때', '걸', '요']","['사가지고', '가서', '먹을', '같이', '다', '먹을']"
5488,"['위드', '코로나', '시작', '기차표', '예매', '방금', '기차역', '도착', '시', '서울', '수서', '방향', '매진', '안내', '방송']","['되면서', '힘들어졌다', '했는데', '나오네']"
5489,"['백신', '패스', '존나', '백신', '강요', '저']",['짜증남']
5490,"['일선', '공무원', '의료', '인력', '방역', '거', '년', '단계', '일상', '회복', '계획', '가지', '시행', '최소한', '젠', '시스템', '거']","['갈아', '넣어서', '대단하긴', '지났고', '했으면', '만들어야', '하는', '아닌지']"
5491,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5492,"['지하철', '누가', '백신', '패스', '포스터', '뭐', '거']","['들고', '가']"
5493,"['위드', '코로', '취지', '네', '몸속', '위드', '코로나', '요런', '취지', '것']","['아니었던', '같은데']"
5494,"['시발', '존나', '요양', '병원', '사람', '찍', '소리', '안', '년', '주', '꼬박꼬박', '코', '동선', '라면', '집', '가라', '집', '결혼식', '단계', '일상', '회복', '뭐', '확', '진자', '폭발', '병원', '이', '말']","['빡쳐', '하고', '얌전히', '넘게', '씩', '쑤시고', '내고', '가고', '미루라면', '미루면서', '지내고', '있는데', '하면서', '풀어줘놓고', '하니까', '조이겠네']"
5495,"['나', '가변', '여태', '가변', '걱정', '적', '번', '위드', '코로나', '좌석', '표', '처음', '봐섴', '도', '고로', '지금', '세론', '바로', '가변', '취소', '것']","['어떡함', '한', '없는데', '이렇게', '아니', '풀어서', '될', '같은데']"
5496,"['티켓', '이벤트', '코로나', '때문', '휴대폰', '우리', '애', '직접', '눈앞', '보고', '진짜', '이번', '위드', '코로나', '연말', '시상식', '백신', '진짜', '제발', '여러', '아티스트', '휴대폰', '제', '눈', '저', '제발', '티켓', '멜론', '사랑']","['보던', '싶어요', '보려고', '맞았어요', '보고싶어요', '주세요', '해요']"
5497,"['위드', '코로나', '그냥', '마스크', '새끼']","['벗고', '다니는', '있네']"
5498,"['어제', '코로나', '확', '진자', '사망자', '명', '드', '코로나', '하루', '만', '영국', '일본', '명대', '서울', '명', '세훈', '집', '이재명', '사퇴', '호전', '듯']","['넘고', '집어', '지워야', '이대로', '가단', '넘는', '가겠다', '가고', '해야', '될']"
5499,"['코로나', '백신', '위드', '코로나', '시대', '차', '백신', '출처', '남쪽', '아씨', '블로그', '코로나', '백신', '위드', '코로나', '차', '백신']",[]
5500,"['오해', '것', '문재인', '정부', '백신', '접종', '추진', '대해', '저', '정의당', '적극', '협조', '접종', '률', '고', '통해', '치명', '률', '위드', '코로나', '방향', '동의', '말씀']","['작은', '있는', '같습니다', '해왔고', '낮추고', '나아가는', '큰', '있다는', '드립니다']"
5501,"['천이', '위드', '코로나', '지금', '말', '자고']","['와', '너무하네', '하지']"
5502,"['위드', '코로나', '용어', '사용', '자제', '공문', '정부', '난', '위드', '코로나', '코로나', '대한', '계심', '일상', '느낌', '단계', '일상', '회복', '말', '더', '마치', '코로나', '세상', '거']","['바랍니다', '보낸', '근데', '늦추지', '않으면서', '새로운', '가는', '위험하게', '느껴짐', '없는', '가는', '같잖아']"
5503,"['아우', '위드', '코로나', '것']","['지겨워', '아닌', '같아']"
5504,"['위드', '코로나', '다시', '회식', '잔', '소리', '거', '극혐스기루', '진짜', '회식', '왜', '해']","['하니까', '나오는', '너무']"
5505,"['교육부', '지침', '코로나', '상황', '악화', '단계', '일상', '회복', '방역', '완화', '일시', '중단', '비상', '계획', '발동', '경우', '학교', '밀', '집도', '격', '수업', '전환', '수']","['따르면', '따른', '하는', '될', '따라', '할', '있습니다']"
5506,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5507,"['일일', '확', '진자', '천명', '이제', '위드', '코로나', '중단', '본부', '천명', '예상', '범위', '말']","['아니', '근데', '돼', '됐는데', '나질', '두고', '있다고', '하긴', '했는데']"
5508,"['단계', '일상', '회복', '방', '역', '지침', '사적', '모임', '명', '임', '백신', '원료', '이하', '백신', '원료', '이상', '모두', '백신', '완료', '면', '방역', '지침', '준수']",[]
5509,"['코로나', '총', '확', '진자', '만', '명', '집단', '면역', '백신', '효과', '백신', '접종', '수갑', '므', '현재', '사람', '이', '함', '현재', '대한민국', '확', '진자', '명', '정도', '일', '것', '추정', '수', '관리', '단계', '일상', '회복', '실시', '천대', '예방의학', '정재훈', '교수']","['넘어야', '가능하다', '안전한', '가', '넘어야', '된다', '해']"
5510,"['전면', '등교', '진짜', '왜', '거임', '확', '진자', '명', '나', '난리', '그', '초심', '어디', '갂', '고이', '젠', '명', '위드', '코로나', '무슨', '백신', '안', '사람', '리도', '산더미', '시발']","['근데', '하는', '치던', '나오는데', '다', '죽일', '셈이냐고', '맞은']"
5511,"['위드', '코로나', '천명', '예상', '거', '이제', '것', '좆', '불법', '안', '잡고', '일반', '사람', '자영', '업자', '희생', '하루', '명', '것']","['아니', '근데', '하면', '했던', '아님', '제제하는', '같아', '하잖아', '죽는', '아니고']"
5512,"['세', '어린이', '확', '진자', '사망', '코로나', '발생', '후', '처음', '위드', '코로나', '다시', '강제', '방역', '가면', '자영', '업자', '전멸', '것']","['안된', '너무', '성급했다', '하게', '될']"
5513,"['위드', '코로나', '점', '감안', '서울', '경기', '확', '진자', '수가', '배', '구나', '역시', '도지사', '사퇴', '바로', '효과']","['하면', '차이나는', '무능한', '하니', '나타나는']"
5514,"['리얼', '위드', '코로나', '그게', '왜', '회식']","['그러다', '되면', '어떻', '아니', '아니더라도', '이렇게', '많아요']"
5515,"['위드', '코로나', '달도', '못', '가나', '일상', '회복', '중단', '여부', '내일', '발표', '출처', '조선', '비즈', '네이버', '뉴스']",['한']
5516,"['음악회', '내', '손뼉', '손뼉', '칠', '단계', '일상', '회복', '다음', '단계', '수', '진짜', '상황', '차라리', '지금', '명', '게', '것']","['열린', '좋아', '닳도록', '갈', '있을지', '모르겠는', '하는', '나을', '같아', '가보자고']"
5517,"['역시', '위드', '코로나']","['하기엔', '무리였나']"
5518,"['위드', '코로나', '실패']",[]
5519,"['코로나', '위중', '증', '환자', '명', '기록', '역대', '두', '번', '규모', '서울', '병상', '률', '노', '위드', '코로나', '잠시', '중단', '수', '준치']","['했습니다', '많은', '입니다', '이미', '할', '있는', '넘었습니다']"
5520,"['빠다', '일빠', '백신', '패스', '관', '처음', '와봥']",[]
5521,"['오늘', '역대', '태풍', '때', '위드', '코로나', '이후', '지역', '오히려', '더', '한산', '부동산', '사업', '역시', '중심', '가야', '하나', '봄', '서울', '이']","['한가하네', '올', '보다', '더하네', '어중간한']"
5522,"['위드', '코로나', '주', '위기', '단계', '일상', '회복', '출처', '헬스', '조선', '네이버', '뉴스']",['멈추나']
5523,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5524,"['라이브', '방송', '위드', '코로나', '자연', '식물', '면역']",[]
5525,"['영주시', '우수', '농축', '특산', '물', '위드', '코로나', '상경']",['딛고']
5526,"['위드', '코로나', '내년', '컴백', '개월', '뒤', '대면', '팬싸', '활동', '지금', '당장', '대면', '팬싸', '대면', '팬싸', '동안', '다른', '스케줄', '스톱', '원래', '진행', '일정', '밀', '리기', '하나요', '명', '컷', '지금', '시간']","['됐는데', '기다렸다가', '받기', '끝났지만', '받기', '아니', '하는', '올', '되나요', '되어야', '하는', '길어야']"
5527,"['우린', '위드', '코로나', '저항', '비밀결사', '단']",['하는']
5528,"['부', '위드', '코로나', '재개', '방역', '고려장', '요양', '병원', '등', '명', '코호트', '격리', '명', '사망', '정치', '분석']","['부른', '된']"
5529,"['부', '위드', '코로나', '브레이크', '재앙', '왜', '애', '정권', '방역', '실패', '침묵', '계산', '정치', '분석', '출처']","['부른', '풀린', '하니']"
5530,"['오늘', '일', '백신', '패스', '헬스장', '출입', '과태료', '만원', '백신', '패스', '코로나', '백신', '백신', '접종', '백신', '접종', '과태료', '방역', '패스']","['없이', '하면', '낸다']"
5531,"['정은경', '청장', '단계', '일상', '회복', '가야', '길', '코로나', '퇴치', '수', '코로나', '위험', '피해', '최소', '공존', '방법', '단계', '일상', '회복', '예전', '일상', '것', '더', '더', '나은', '일상']","['하는', '입니다', '할', '없지만', '화하면서', '안전하게', '하는', '찾아야', '합니다', '돌아가는', '아닙니다', '안전하고', '만들어야', '합니다']"
5532,"['위드', '코로나', '보름', '방역', '지표', '불', '추가', '접종']","['빨간', '앞당긴다']"
5533,"['위드', '코로나', '오스트레일리아', '호주', '이민', '생활', '장점', '단점', '생각', '요즘']","['많은', '드는']"
5534,"['위드', '코로나', '중단', '거리', '두기', '재개', '나', '진짜', '간다', '위드', '아이돌']","['하면', '하러', '하고', '싶다고요']"
5535,"['위드', '코로나', '소리', '발치', '면서', '시작', '백신', '무임', '승차', '자', '때문']","['듣자마자', '설레', '나다니기']"
5536,"['위드', '코로나', '재앙', '한국', '고위', '직', '백신', '접종', '률', '부스터', '샷', '김석범', '마음', '공부', '솔', '닥터', '부', '출처']","['밝혀라는', '맞을까']"
5537,"['위드', '코로나', '시대', '오프라인', '소통', '위력', '발휘', '것', '온라인', '이제']","['할', '지겹다']"
5538,"['사마', '실패', '백신', '패스', '팝콘', '수', '이따', '엄마', '오']","['앙', '너무', '어두워', '먹을', '보러', '왔어요']"
5539,"['노래방', '위드', '코로나', '도', '노래방', '못']","['가고', '싶다', '무서워서', '가겠음']"
5540,"['수익', '알바', '투잡', '텔레', '그램', '하루', '최소', '이상', '꿀', '알바', '계좌', '임대', '실시간', '지급', '단기', '수익', '알바', '나이', '무관', '지역', '무관', '통장', '임대', '급전', '부업', '재택근무', '고액', '알바', '재택', '아르바이트', '통장', '임대', '통장', '알바', '계좌', '알바', '재정거래', '여론조사', '위드', '코로나', '미라클', '탁', '서울', '부산', '대전', '인천', '일산', '수원', '영']",[]
5541,"['백신', '패스', '무시', '뭐']",['하는']
5542,"['위드', '코로나', '정신', '거']","['하니까', '놓은']"
5543,"['네덜란드', '거', '정치', '반발', '미접', '종', '대상', '백신', '패스', '계획', '철회', '출처', '뉴스']",['센']
5544,"['위드', '코로나', '전']","['막히기', '놀아야죠']"
5545,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5546,"['아하', '불법', '넵', '위드', '코로나', '연말', '사람', '것', '미리', '미리', '예약', '게', '것', '저', '실장', '월', '휴가', '언니', '여보', '날', '저', '퇴근길', '카톡', '다시']","['아무래도', '많을', '같아서', '해', '두는', '좋을', '같음', '다', '남은', '쓴다고', '말씀드려놨으니', '괜찮은', '맞춰서', '찾아보고', '드릴게요']"
5547,"['국내', '철도', '뉴스', '한국', '철도', '단계', '일상', '회복', '이벤트', '마련', '월', '달', '타임세일', '묶음', '특', '쿠폰', '제공', '관광열차', '재개', '등', '자세', '보기']","['따른', '다양한', '한']"
5548,"['위드', '코로나', '무엇', '수']","['더할', '잇긴', '한가']"
5549,"['네덜란드', '봉쇄', '카드', '다시', '유럽', '말', '것', '사실', '한국', '위드', '코로나', '조금', '더', '이상', '폭풍', '것', '수', '선택', '세계', '경기', '톱니바퀴', '뉴스', '건', '소수', '국가', '경기', '회복', '이야기']","['꺼냈다', '할', '없고', '빠르다고', '느꼈다', '늦추면', '큰', '있을', '같으니', '어쩔', '없는', '이었겠지', '배웠다', '나오는', '아직', '먼', '아닐까']"
5550,"['수도권', '병상', '배정', '하루', '기자', '수도', '명', '이상', '단계', '일상', '회복', '과도', '방역', '완화', '등', '급증', '원인', '위중', '증', '환자', '명', '역대', '최', '코로나', '관련', '사망자', '명', '비수', '권', '교회', '중심', '집단', '감염', '확산']","['넘게', '기다리는', '따른', '늘었다']"
5551,"['뉴스', '위드', '코로나', '이후', '유럽', '싱가포르', '우리', '것', '드', '코로나', '팬데믹', '종료', '격리', '점', '접전', '백병', '전', '것', '출처', '세대', '공감', '블로그']","['배울', '아니다', '바뀐']"
5552,"['마스터카드', '홀', '라운드', '일', '경우', '층', '석', '층', '석', '석', '백신', '패스', '어쩌', '좌석', '대략', '석정', '제', '자리', '하나', '거']","['해서', '다', '열면', '되려나', '있는']"
5553,"['집', '위드', '코로나', '안', '해']",[]
5554,"['방역', '모범', '국', '덴마크', '위드', '코로나', '실패', '코로나', '부스터', '샷', '백신', '덴마크', '위드', '코로나', '소', '정', '기자']",[]
5555,"['경기', '노동자', '휴가', '비', '지원', '사업', '단계', '일상', '회복', '문화', '여가', '상품', '선봬', '주영진', '기자', '기자']","['맞춰', '새로운']"
5556,"['채팅', '진짜', '백신', '패스']","['하면', '죽는', '쓰던가']"
5557,"['오늘', '천명', '위드', '코로나', '무슨', '다시', '거리', '기해', '것', '이', '무슨']","['넘었더라고요', '할', '같더라고요']"
5558,"['위드', '코로나', '거', '거']",['맞는']
5559,"['위드', '코로나', '진짜', '위드', '코로나']",[]
5560,"['고양시', '일자리', '상담', '소', '월', '운영', '고양시', '단계', '일상', '회복', '아파트', '단지', '등', '행정', '복지', '센터', '등', '방문', '화목', '일자리', '상담', '소', '월', '일', '화', '목요일', '운영', '일자리', '상담', '소', '전문', '상담사']","['찾아가는', '따라', '하는', '찾아가는', '매주', '한다', '찾아가는']"
5561,"['뭐', '백신', '패스', '간이']",[]
5562,"['시벌탱', '위드', '코로나', '때문', '직장', '주마', '코로나', '검사', '하래', '바']",['아픈데']
5563,"['사실', '이번', '감염', '수', '급증', '미접', '종자', '시작', '위드', '코로나', '초기', '반발력', '거', '것', '말', '굳이', '위드', '코로나', '해제', '다시', '거리', '두기']","['두고', '같은', '알아서', '잠잠해질', '같단', '할까', '싶은데']"
5564,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5565,"['위드', '코로나', '자리', '게', '체감', '사람']","['하고', '많이', '풀린', '되네', '너무', '많아']"
5566,"['이번', '위드', '코로나', '수']","['와', '풀려서', '쓸', '있는데요']"
5567,"['접종', '률', '신규', '확진', '명대', '위드', '코로나', '폐지', '유럽', '여러분', '백신', '백신']","['하는', '맞으신', '아닙니다']"
5568,"['위드', '코로나', '종료', '전', '직관', '가야', '댇다']",['되기']
5569,"['위드', '코로나']",[]
5570,"['위드', '코로나', '머', '쪽', '생각', '눈물', '내년', '기대']","['그러게요', '돼도', '한', '아직', '할', '없다', '보니', '납니다']"
5571,"['살', '이하', '백신', '패스', '필요', '거']","['근데', '없는', '였어']"
5572,"['해투', '도', '거', '짜증', '위드', '코로나', '마', '내', '맠으', '수', '됐늨데', '해투', '시발', '난', '또', '화면', '속', '맠으', '맠으', '돈']","['난다', '그러니', '보러', '다닐', '있게', '돌면', '보잖아', '많이', '벌겠다']"
5573,"['위드', '코로나', '도', '내', '몸', '시가', '자동', '영업', '마감']","['이미', '되면']"
5574,"['확', '진자', '무슨', '위드', '코로나', '인지']","['조심하세요', '이런데']"
5575,"['월일', '시', '월일', '시', '기준', '대한민국', '코로나', '바이러스', '현황', '오늘', '사망자', '명', '재원', '위중', '증', '명', '신규', '입원', '명', '오늘', '확', '진자', '명', '드', '코로나', '단계', '일상', '회복', '코로나', '바이러스', '감염증', '국내', '확', '진자']",[]
5576,"['위드', '코로나', '편의점', '아모레', '강아지', '샴푸', '반려동물', '사업', '첫', '진출', '삼성', '전자', '소액', '주주', '명', '돌파', '개월', '명', '급증', '엔씨', '천억', '산', '슈퍼', '개미', '주식', '대부분', '매도', '싱가포르', '관광객', '오징어', '게임', '체험', '입국', '후', '음성', '땐', '자가', '격리', '안', '해']","['여전히', '잘', '팔리는', '결국', '하러', '왔어요']"
5577,"['단계', '일상', '회복', '개뿔']",[]
5578,"['위드', '코로나', '방역', '완화', '미접', '종자', '위주', '둘', '다인', '병', '상수', '여력', '의료', '진', '지금', '이상', '감당']","['아님', '되면서', '되어서', '퍼지게', '된', '건지', '건지', '아직', '있어도', '가능할까']"
5579,"['위드', '코로나', '기념', '첫', '커멸판', '오프', '무려', '단체', '스타트', '실제', '내', '인장', '자아', '탁', '톢이', '다행', '조심']","['하네요', '아니어도', '다', '들', '따뜻하게', '맞아주셔서', '입니다', '즐겁다', '히', '들어가셔요']"
5580,"['그냥', '다중', '이용', '시설', '백신', '패스', '전면', '도입', '안', '건', '방역', '포기']","['하는', '아닌가']"
5581,"['백신', '패스', '반대', '현수막', '캠페인', '구미시청', '자유', '대한', '호국', '단']",[]
5582,"['위드', '코로나', '오스트레일리아', '호주', '이민', '생활', '장점', '단점', '생각', '요즘']","['많은', '드는']"
5583,"['티켓', '이벤트', '코로나', '것', '일상', '단계', '일상', '회복', '전환', '만큼', '뮤', '꼭', '참석', '현장', '감', '매년', '레전드', '뮤', '올해', '더욱', '시상식', '기대', '만큼', '꼭', '당첨']","['오랫동안', '인해', '많은', '바뀌고', '무너졌어요', '된', '멜', '하여', '생생한', '느끼고', '싶어요', '멜', '특별해진', '큰', '되고', '싶네요']"
5584,"['진짜', '위드', '코로나', '하자', '마자', '거', '보', '억압', '그', '정도']","['이러는', '해서', '였구나', '싶어요']"
